RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,Home_values Average_2020,Home_values Average_2021,Home_values Average_2022,Home_values Average_2023,Rental_rates Average_2020,Rental_rates Average_2021,Rental_rates Average_2022,Rental_rates Average_2023
58797,13627,2539,zip,MA,MA,Edgartown,"Vineyard Haven, MA","$1,176,008.48","$1,426,297.94","$1,744,594.38","$1,804,095.52",,,,
58798,10435,2540,zip,MA,MA,Falmouth,"Barnstable Town, MA","$716,542.05","$881,220.87","$1,016,496.40","$1,017,113.54",,,,
58801,25611,2543,zip,MA,MA,Woods Hole,"Barnstable Town, MA","$853,330.82","$993,157.48","$1,152,124.74","$1,191,633.00",,,,
58804,8498,2554,zip,MA,MA,Nantucket,,"$1,842,902.77","$2,157,210.29","$2,607,409.96","$2,655,388.86",,,,
58805,18173,2556,zip,MA,MA,North Falmouth,"Barnstable Town, MA","$646,770.76","$779,167.83","$882,710.20","$890,920.97",,,,
58806,30486,2557,zip,MA,MA,Oak Bluffs,"Vineyard Haven, MA","$748,228.59","$897,411.35","$1,058,296.51","$1,082,145.23",,,,
58808,15873,2559,zip,MA,MA,Bourne,"Barnstable Town, MA","$469,606.02","$548,552.49","$631,896.11","$647,177.47",,,,
58810,15765,2562,zip,MA,MA,Bourne,"Barnstable Town, MA","$478,270.41","$550,327.61","$628,057.61","$648,332.09",,,,
58811,9864,2563,zip,MA,MA,Sandwich,"Barnstable Town, MA","$465,295.48","$536,108.94","$604,377.65","$618,388.03",,,,
58814,10137,2568,zip,MA,MA,Tisbury,"Vineyard Haven, MA","$830,862.62","$1,004,957.22","$1,215,377.37","$1,240,902.73",,,,
58815,10549,2571,zip,MA,MA,Wareham,"Boston-Cambridge-Newton, MA-NH","$322,449.21","$370,974.36","$407,747.59","$419,271.64",,,,
58818,39809,2575,zip,MA,MA,West Tisbury,"Vineyard Haven, MA","$918,597.51","$1,082,431.16","$1,274,552.93","$1,344,861.27",,,,
58819,13342,2576,zip,MA,MA,Wareham,"Boston-Cambridge-Newton, MA-NH","$359,366.97","$401,406.13","$433,626.97","$443,541.43",,,,
58821,7281,2601,zip,MA,MA,Barnstable,"Barnstable Town, MA","$378,074.60","$440,746.20","$495,616.01","$505,634.34",,,,
58822,20582,2630,zip,MA,MA,Barnstable,"Barnstable Town, MA","$569,395.35","$666,392.94","$772,276.44","$793,129.24",,,,
58823,9786,2631,zip,MA,MA,Brewster,"Barnstable Town, MA","$557,300.24","$658,800.02","$754,312.57","$768,299.35",,,,
58824,8950,2632,zip,MA,MA,Barnstable,"Barnstable Town, MA","$446,016.05","$521,918.10","$594,578.35","$608,051.09",,,,
58825,15536,2633,zip,MA,MA,Chatham,"Barnstable Town, MA","$834,407.49","$981,614.99","$1,165,505.04","$1,195,287.34",,,,
58827,16563,2635,zip,MA,MA,Barnstable,"Barnstable Town, MA","$558,672.28","$656,404.59","$755,830.29","$778,651.45",,,,
58830,15982,2638,zip,MA,MA,Dennis,"Barnstable Town, MA","$641,595.34","$779,260.25","$928,004.55","$927,624.94",,,,
58831,15681,2639,zip,MA,MA,Dennis,"Barnstable Town, MA","$382,506.05","$451,921.99","$527,688.98","$539,766.38",,,,
58833,13438,2642,zip,MA,MA,Eastham,"Barnstable Town, MA","$552,443.09","$653,208.18","$744,934.31","$755,344.27",,,,
58835,14553,2644,zip,MA,MA,Forestdale,"Barnstable Town, MA","$448,191.00","$504,731.78","$553,119.04","$559,688.82",,,,
58836,9587,2645,zip,MA,MA,Harwich,"Barnstable Town, MA","$513,273.02","$584,483.33","$649,861.54","$653,256.74",,,,
58837,17973,2646,zip,MA,MA,Harwich Port,"Barnstable Town, MA","$731,851.11","$894,670.80","$1,069,689.65","$1,074,441.33",,,,
58839,11551,2648,zip,MA,MA,Barnstable,"Barnstable Town, MA","$461,398.08","$524,779.14","$584,554.60","$600,216.49",,,,
58840,7862,2649,zip,MA,MA,Mashpee,"Barnstable Town, MA","$515,700.58","$603,782.86","$693,310.46","$705,552.44",,,,
58841,27824,2650,zip,MA,MA,Chatham,"Barnstable Town, MA","$1,172,003.49","$1,379,432.29","$1,685,747.09","$1,726,236.50",,,,
58843,39809,2652,zip,MA,MA,Truro,"Barnstable Town, MA","$642,982.45","$761,966.46","$896,968.03","$934,346.19",,,,
58844,13354,2653,zip,MA,MA,Orleans,"Barnstable Town, MA","$767,443.33","$903,705.72","$1,051,804.68","$1,062,531.49",,,,
58845,16119,2655,zip,MA,MA,Barnstable,"Barnstable Town, MA","$718,089.73","$866,805.03","$1,023,521.58","$1,051,148.54",,,,
58846,16780,2657,zip,MA,MA,Provincetown,"Barnstable Town, MA","$1,031,886.01","$1,260,555.12","$1,574,502.91","$1,587,210.19",,,,
58847,22172,2659,zip,MA,MA,Chatham,"Barnstable Town, MA","$652,952.46","$741,528.64","$868,913.85","$891,356.59",,,,
58848,11841,2660,zip,MA,MA,Dennis,"Barnstable Town, MA","$447,921.15","$515,970.91","$583,179.59","$592,379.73",,,,
58852,10337,2664,zip,MA,MA,Yarmouth,"Barnstable Town, MA","$406,624.61","$473,392.67","$531,961.34","$546,714.72",,,,
58853,21794,2666,zip,MA,MA,Truro,"Barnstable Town, MA","$799,147.28","$941,722.21","$1,113,993.59","$1,145,640.62",,,,
58854,16107,2667,zip,MA,MA,Wellfleet,"Barnstable Town, MA","$692,938.07","$808,278.11","$926,820.82","$931,665.32",,,,
58855,16111,2668,zip,MA,MA,Barnstable,"Barnstable Town, MA","$527,908.34","$620,936.86","$719,583.30","$736,965.42",,,,
58857,21018,2670,zip,MA,MA,Dennis,"Barnstable Town, MA","$495,791.84","$576,036.71","$650,853.85","$653,063.92",,,,
58858,26101,2671,zip,MA,MA,Harwich,"Barnstable Town, MA","$530,572.58","$629,454.75","$735,891.87","$753,418.21",,,,
58860,10299,2673,zip,MA,MA,Yarmouth,"Barnstable Town, MA","$391,355.10","$455,774.81","$508,032.13","$519,545.52",,,,
58861,11417,2675,zip,MA,MA,Yarmouth,"Barnstable Town, MA","$481,786.09","$560,316.72","$640,970.51","$656,359.17",,,,
58862,14625,2702,zip,MA,MA,Freetown,"Providence-Warwick, RI-MA","$404,747.44","$454,302.35","$491,700.31","$499,139.10",,,,
58863,1256,2703,zip,MA,MA,Attleboro,"Providence-Warwick, RI-MA","$388,529.21","$438,178.33","$474,827.66","$478,979.44",$nan,"$1,654.77","$1,788.51","$1,806.82"
58865,32131,2713,zip,MA,MA,Gosnold,"Vineyard Haven, MA","$835,248.55","$1,020,457.47","$1,206,943.63","$1,321,807.69",,,,
58867,14673,2715,zip,MA,MA,Dighton,"Providence-Warwick, RI-MA","$412,829.93","$469,637.42","$519,408.01","$524,746.52",,,,
58868,13003,2717,zip,MA,MA,Freetown,"Providence-Warwick, RI-MA","$410,490.75","$461,237.31","$498,685.92","$501,168.93",,,,
58869,11884,2718,zip,MA,MA,Taunton,"Providence-Warwick, RI-MA","$385,175.48","$427,001.60","$462,342.51","$468,969.03",,,,
58870,7986,2719,zip,MA,MA,Fairhaven,"Providence-Warwick, RI-MA","$339,512.42","$386,291.15","$423,365.09","$434,086.32",,,,
58871,4047,2720,zip,MA,MA,Fall River,"Providence-Warwick, RI-MA","$324,509.73","$365,107.73","$402,170.57","$410,681.96",$nan,"$1,587.60","$1,675.29","$1,737.95"
58872,4700,2721,zip,MA,MA,Fall River,"Providence-Warwick, RI-MA","$299,499.40","$340,643.81","$376,040.87","$383,098.38",$nan,$nan,$nan,"$1,374.74"
58874,6931,2723,zip,MA,MA,Fall River,"Providence-Warwick, RI-MA","$286,718.82","$322,650.89","$356,290.47","$363,650.18",,,,
58875,7268,2724,zip,MA,MA,Fall River,"Providence-Warwick, RI-MA","$287,769.49","$326,620.69","$360,540.60","$367,626.89",,,,
58876,19786,2725,zip,MA,MA,Somerset,"Providence-Warwick, RI-MA","$325,057.32","$359,974.59","$389,669.33","$400,731.56",,,,
58877,7722,2726,zip,MA,MA,Somerset,"Providence-Warwick, RI-MA","$356,043.43","$390,284.24","$422,462.97","$431,373.44",,,,
58878,15296,2738,zip,MA,MA,Marion,"Boston-Cambridge-Newton, MA-NH","$524,558.74","$608,997.41","$678,333.77","$688,264.84",,,,
58879,13230,2739,zip,MA,MA,Mattapoisett,"Boston-Cambridge-Newton, MA-NH","$516,871.87","$601,686.11","$653,710.98","$662,395.65",,,,
58880,1247,2740,zip,MA,MA,New Bedford,"Providence-Warwick, RI-MA","$268,721.65","$313,164.45","$346,671.63","$353,707.31",$nan,$nan,"$1,701.63","$1,786.08"
58883,9509,2743,zip,MA,MA,Acushnet,"Providence-Warwick, RI-MA","$352,512.14","$401,497.11","$433,043.57","$438,118.36",,,,
58884,9669,2744,zip,MA,MA,New Bedford,"Providence-Warwick, RI-MA","$288,669.03","$326,438.16","$358,269.08","$366,507.30",,,,
58885,5053,2745,zip,MA,MA,New Bedford,"Providence-Warwick, RI-MA","$307,586.88","$347,147.25","$376,762.24","$384,387.30",,,,
58886,7275,2746,zip,MA,MA,New Bedford,"Providence-Warwick, RI-MA","$281,957.32","$319,438.52","$347,462.77","$355,512.94",,,,
58887,5113,2747,zip,MA,MA,Dartmouth,"Providence-Warwick, RI-MA","$408,464.96","$451,212.90","$490,910.56","$501,374.85",,,,
58888,9374,2748,zip,MA,MA,Dartmouth,"Providence-Warwick, RI-MA","$456,732.54","$511,279.84","$564,279.07","$576,066.31",,,,
58889,3881,2760,zip,MA,MA,North Attleboro,"Providence-Warwick, RI-MA","$452,377.96","$502,923.90","$542,203.62","$550,081.59",$nan,$nan,$nan,"$2,012.55"
58891,9872,2762,zip,MA,MA,Plainville,"Boston-Cambridge-Newton, MA-NH","$466,995.95","$519,696.29","$558,771.48","$566,138.08",$nan,$nan,"$1,913.86","$2,029.94"
58892,20048,2763,zip,MA,MA,North Attleboro,"Providence-Warwick, RI-MA","$483,593.24","$535,433.29","$577,537.02","$585,115.18",,,,
58893,14608,2764,zip,MA,MA,Dighton,"Providence-Warwick, RI-MA","$393,945.67","$435,678.92","$473,810.00","$483,494.79",,,,
58894,6338,2766,zip,MA,MA,Norton,"Providence-Warwick, RI-MA","$433,011.89","$477,532.22","$512,853.12","$517,625.63",$nan,$nan,$nan,"$2,870.00"
58895,7254,2767,zip,MA,MA,Raynham,"Providence-Warwick, RI-MA","$460,039.83","$514,191.73","$558,578.22","$562,553.06",,,,
58897,8693,2769,zip,MA,MA,Rehoboth,"Providence-Warwick, RI-MA","$446,366.40","$503,428.49","$553,325.63","$562,935.71",,,,
58898,12829,2770,zip,MA,MA,Rochester,"Boston-Cambridge-Newton, MA-NH","$499,099.77","$557,431.54","$603,714.87","$605,003.74",,,,
58899,7549,2771,zip,MA,MA,Seekonk,"Providence-Warwick, RI-MA","$411,468.55","$452,746.05","$482,556.35","$488,140.01",,,,
58900,7490,2777,zip,MA,MA,Swansea,"Providence-Warwick, RI-MA","$352,765.29","$393,324.78","$427,927.86","$436,693.72",,,,
58901,11716,2779,zip,MA,MA,Berkley,"Providence-Warwick, RI-MA","$431,283.41","$484,320.07","$529,351.50","$537,996.10",,,,
58902,856,2780,zip,MA,MA,Taunton,"Providence-Warwick, RI-MA","$365,694.62","$413,556.25","$449,079.22","$456,419.64",$nan,$nan,$nan,"$1,882.68"
58904,7053,2790,zip,MA,MA,Westport,"Providence-Warwick, RI-MA","$459,354.88","$517,189.76","$548,212.07","$553,228.65",,,,
58905,30627,2791,zip,MA,MA,Westport,"Providence-Warwick, RI-MA","$767,375.51","$850,558.29","$913,879.96","$921,249.54",,,,
58908,15979,2804,zip,RI,RI,Hopkinton,"Providence-Warwick, RI-MA","$309,388.03","$344,154.78","$375,070.67","$375,815.23",,,,
58909,7922,2806,zip,RI,RI,Barrington,"Providence-Warwick, RI-MA","$483,827.12","$556,085.36","$629,579.64","$648,708.67",$nan,$nan,$nan,"$2,675.00"
58910,24810,2807,zip,RI,RI,New Shoreham,"Providence-Warwick, RI-MA","$1,049,368.98","$1,297,443.63","$1,555,563.75","$1,576,600.56",,,,
58911,18203,2808,zip,RI,RI,Bradford,"Providence-Warwick, RI-MA","$306,646.50","$344,395.65","$372,601.89","$372,602.68",,,,
58912,7486,2809,zip,RI,RI,Bristol,"Providence-Warwick, RI-MA","$389,343.61","$441,189.48","$490,084.60","$501,885.65",$nan,$nan,"$1,915.01","$2,053.59"
58913,22462,2812,zip,RI,RI,Richmond,"Providence-Warwick, RI-MA","$364,512.74","$412,794.12","$447,243.85","$453,531.08",,,,
58914,10886,2813,zip,RI,RI,Charlestown,"Providence-Warwick, RI-MA","$431,448.01","$526,936.02","$595,840.42","$605,402.05",,,,
58915,10987,2814,zip,RI,RI,Glocester,"Providence-Warwick, RI-MA","$323,628.49","$368,694.51","$402,536.83","$410,729.58",,,,
58916,27746,2815,zip,RI,RI,Scituate,"Providence-Warwick, RI-MA","$348,394.42","$402,149.99","$442,111.33","$452,666.54",,,,
58917,3143,2816,zip,RI,RI,Coventry,"Providence-Warwick, RI-MA","$290,864.09","$332,757.70","$366,495.03","$376,745.43",,,,
58918,11899,2817,zip,RI,RI,West Greenwich,"Providence-Warwick, RI-MA","$384,687.17","$435,422.96","$484,572.85","$499,001.79",,,,
58919,6686,2818,zip,RI,RI,East Greenwich,"Providence-Warwick, RI-MA","$486,804.07","$551,924.00","$628,529.93","$647,773.87",,,,
58920,11986,2822,zip,RI,RI,Exeter,"Providence-Warwick, RI-MA","$389,215.62","$443,332.09","$495,003.83","$505,183.57",,,,
58923,13158,2825,zip,RI,RI,Foster,"Providence-Warwick, RI-MA","$346,608.68","$395,183.48","$445,966.02","$456,978.56",,,,
58924,25018,2826,zip,RI,RI,Burrillville,"Providence-Warwick, RI-MA","$301,747.78","$338,178.58","$363,699.63","$371,211.68",,,,
58925,17968,2827,zip,RI,RI,Coventry,"Providence-Warwick, RI-MA","$357,580.42","$404,276.68","$442,033.12","$449,993.49",,,,
58926,11498,2828,zip,RI,RI,Greenville,"Providence-Warwick, RI-MA","$372,973.45","$410,665.97","$443,083.58","$450,074.99",,,,
58928,11823,2830,zip,RI,RI,Burrillville,"Providence-Warwick, RI-MA","$328,905.84","$370,856.14","$405,314.43","$415,205.83",,,,
58929,15214,2831,zip,RI,RI,Coventry,"Providence-Warwick, RI-MA","$384,846.52","$439,578.40","$484,191.31","$492,689.45",,,,
58930,14293,2832,zip,RI,RI,Richmond,"Providence-Warwick, RI-MA","$332,224.35","$386,066.93","$426,763.36","$424,792.80",,,,
58931,25080,2833,zip,RI,RI,Hopkinton,"Providence-Warwick, RI-MA","$333,718.80","$368,956.22","$396,378.39","$395,681.90",,,,
58932,14950,2835,zip,RI,RI,Jamestown,"Providence-Warwick, RI-MA","$721,725.39","$829,897.02","$939,173.51","$953,354.76",,,,
58934,15848,2837,zip,RI,RI,Little Compton,"Providence-Warwick, RI-MA","$611,774.84","$726,618.24","$828,724.52","$839,662.52",,,,
58935,14436,2838,zip,RI,RI,Manville,"Providence-Warwick, RI-MA","$316,987.91","$365,657.68","$394,747.80","$401,978.37",,,,
58936,22960,2839,zip,RI,RI,Burrillville,"Providence-Warwick, RI-MA","$311,889.80","$354,184.01","$385,892.04","$391,364.14",,,,
58937,6343,2840,zip,RI,RI,Newport,"Providence-Warwick, RI-MA","$614,237.06","$732,360.36","$846,946.89","$855,328.47","$2,019.47","$2,444.49","$2,754.27","$3,045.29"
58939,7229,2842,zip,RI,RI,Middletown,"Providence-Warwick, RI-MA","$482,152.51","$555,347.06","$631,711.77","$651,669.19",$nan,$nan,"$2,328.05","$2,639.52"
58940,5797,2852,zip,RI,RI,North Kingstown,"Providence-Warwick, RI-MA","$400,639.93","$455,055.27","$504,829.59","$514,992.92",,,,
58942,10045,2857,zip,RI,RI,Scituate,"Providence-Warwick, RI-MA","$366,849.24","$411,028.50","$447,152.39","$455,349.23",,,,
58943,31231,2858,zip,RI,RI,Burrillville,"Providence-Warwick, RI-MA","$313,016.15","$348,038.96","$377,407.84","$390,700.31",,,,
58944,11323,2859,zip,RI,RI,Burrillville,"Providence-Warwick, RI-MA","$316,553.86","$357,128.24","$391,833.18","$396,407.79",,,,
58945,1105,2860,zip,RI,RI,Pawtucket,"Providence-Warwick, RI-MA","$253,144.76","$294,278.25","$326,715.83","$333,218.91","$1,209.40","$1,345.64","$1,516.93","$1,586.15"
58946,4303,2861,zip,RI,RI,Pawtucket,"Providence-Warwick, RI-MA","$264,346.28","$300,118.12","$327,277.76","$335,180.05",$nan,$nan,"$1,711.99","$1,673.89"
58948,5530,2863,zip,RI,RI,Central Falls,"Providence-Warwick, RI-MA","$234,128.94","$267,967.48","$297,091.95","$303,657.71",$nan,$nan,$nan,"$1,400.96"
58949,2469,2864,zip,RI,RI,Cumberland,"Providence-Warwick, RI-MA","$353,330.76","$400,253.56","$433,731.45","$443,302.85",$nan,$nan,$nan,"$2,071.62"
58950,6733,2865,zip,RI,RI,Lincoln,"Providence-Warwick, RI-MA","$399,024.20","$454,047.64","$491,030.37","$499,463.26",,,,
58951,8151,2871,zip,RI,RI,Portsmouth,"Providence-Warwick, RI-MA","$435,899.20","$517,830.25","$573,869.51","$580,243.70",,,,
58953,29507,2873,zip,RI,RI,Hopkinton,"Providence-Warwick, RI-MA","$330,157.08","$376,245.55","$421,209.35","$426,556.47",,,,
58954,11463,2874,zip,RI,RI,North Kingstown,"Providence-Warwick, RI-MA","$515,332.37","$595,743.40","$686,409.58","$706,961.00",,,,
58958,7730,2878,zip,RI,RI,Tiverton,"Providence-Warwick, RI-MA","$346,829.67","$399,705.36","$445,529.15","$456,411.67",,,,
58959,5795,2879,zip,RI,RI,South Kingstown,"Providence-Warwick, RI-MA","$423,697.41","$494,002.64","$566,350.01","$585,832.49",$nan,$nan,$nan,"$2,463.79"
58961,11642,2881,zip,RI,RI,Kingston,"Providence-Warwick, RI-MA","$450,214.82","$498,589.39","$543,638.24","$562,016.79",,,,
58962,8956,2882,zip,RI,RI,Narragansett,"Providence-Warwick, RI-MA","$554,803.14","$666,108.07","$758,864.21","$783,577.30",$nan,$nan,"$2,273.49","$2,495.45"
58964,9395,2885,zip,RI,RI,Warren,"Providence-Warwick, RI-MA","$346,708.35","$395,677.75","$432,987.38","$438,122.81",,,,
58965,4182,2886,zip,RI,RI,Warwick,"Providence-Warwick, RI-MA","$297,208.67","$328,389.40","$357,733.65","$365,696.24",$nan,$nan,"$1,736.55","$1,747.16"
58967,6819,2888,zip,RI,RI,Warwick,"Providence-Warwick, RI-MA","$282,164.96","$313,073.24","$339,389.49","$348,089.68",,,,
58968,5341,2889,zip,RI,RI,Warwick,"Providence-Warwick, RI-MA","$270,556.25","$301,373.92","$329,273.24","$338,147.96",,,,
58969,5724,2891,zip,RI,RI,Westerly,"Providence-Warwick, RI-MA","$392,682.69","$460,803.89","$518,199.37","$528,898.21",,,,
58970,11952,2892,zip,RI,RI,Richmond,"Providence-Warwick, RI-MA","$379,345.17","$432,906.03","$482,617.01","$493,797.72",,,,
58971,3424,2893,zip,RI,RI,West Warwick,"Providence-Warwick, RI-MA","$268,559.91","$300,119.15","$331,881.57","$341,014.91",$nan,$nan,"$1,449.63","$1,453.26"
58972,28199,2894,zip,RI,RI,Richmond,"Providence-Warwick, RI-MA","$333,409.44","$384,739.39","$417,482.85","$422,116.31",,,,
58973,1538,2895,zip,RI,RI,Woonsocket,"Providence-Warwick, RI-MA","$260,888.71","$298,045.90","$324,094.83","$329,306.38",$993.60,"$1,104.97","$1,247.75","$1,310.00"
58974,8998,2896,zip,RI,RI,North Smithfield,"Providence-Warwick, RI-MA","$366,266.10","$408,046.05","$438,057.28","$447,732.97",,,,
58975,18277,2898,zip,RI,RI,Richmond,"Providence-Warwick, RI-MA","$351,208.03","$398,451.60","$432,559.49","$435,029.90",,,,
58978,8755,2903,zip,RI,RI,Providence,"Providence-Warwick, RI-MA",$nan,"$392,510.63","$420,699.26","$418,464.01","$1,752.48","$1,930.39","$2,090.53","$2,148.06"
58979,3086,2904,zip,RI,RI,Providence,"Providence-Warwick, RI-MA","$271,600.24","$315,429.04","$348,914.00","$353,861.96",$nan,$nan,"$1,482.01","$1,544.00"
58980,4026,2905,zip,RI,RI,Providence,"Providence-Warwick, RI-MA","$263,895.81","$305,371.25","$342,277.69","$350,923.65",$nan,$nan,$nan,"$1,689.02"
58981,3783,2906,zip,RI,RI,Providence,"Providence-Warwick, RI-MA","$602,941.92","$676,198.25","$762,448.50","$783,247.23","$1,644.31","$1,787.98","$2,039.72","$2,090.38"
58982,3612,2907,zip,RI,RI,Providence,"Providence-Warwick, RI-MA","$240,822.37","$277,299.70","$310,553.31","$315,190.79",,,,
58983,2093,2908,zip,RI,RI,Providence,"Providence-Warwick, RI-MA","$253,593.61","$290,866.78","$325,380.15","$333,017.58","$1,488.14","$1,685.68","$1,890.09","$1,967.57"
58984,1415,2909,zip,RI,RI,Providence,"Providence-Warwick, RI-MA","$235,846.39","$274,131.61","$308,581.03","$313,731.75","$1,262.55","$1,425.81","$1,634.33","$1,745.49"
58985,5209,2910,zip,RI,RI,Cranston,"Providence-Warwick, RI-MA","$277,286.27","$308,454.99","$333,353.47","$339,736.98",,,,
58986,7708,2911,zip,RI,RI,North Providence,"Providence-Warwick, RI-MA","$289,490.96","$327,169.42","$355,562.53","$361,944.44",$nan,$nan,$nan,"$1,549.52"
58988,5466,2914,zip,RI,RI,East Providence,"Providence-Warwick, RI-MA","$282,465.61","$317,346.15","$343,061.09","$349,670.48",$nan,$nan,$nan,"$1,783.33"
58989,7172,2915,zip,RI,RI,East Providence,"Providence-Warwick, RI-MA","$289,791.23","$324,926.15","$354,002.93","$362,466.23",$nan,$nan,"$1,807.82","$1,808.69"
58990,10529,2916,zip,RI,RI,East Providence,"Providence-Warwick, RI-MA","$336,433.59","$374,043.15","$402,919.95","$409,905.70",,,,
58991,7868,2917,zip,RI,RI,Smithfield,"Providence-Warwick, RI-MA","$364,881.28","$405,829.88","$434,524.90","$443,637.47",,,,
58993,3722,2919,zip,RI,RI,Johnston,"Providence-Warwick, RI-MA","$299,338.33","$340,186.79","$372,759.45","$380,532.72",$nan,$nan,$nan,"$1,851.75"
58994,2421,2920,zip,RI,RI,Cranston,"Providence-Warwick, RI-MA","$308,489.21","$346,731.18","$372,771.33","$381,612.31",,,,
58995,8686,2921,zip,RI,RI,Cranston,"Providence-Warwick, RI-MA","$442,045.46","$499,330.19","$547,030.03","$556,764.97",,,,
58997,9080,3031,zip,NH,NH,Amherst,"Manchester-Nashua, NH","$466,763.03","$526,034.87","$585,061.14","$594,071.34",,,,
58998,12261,3032,zip,NH,NH,Auburn,"Boston-Cambridge-Newton, MA-NH","$465,273.81","$520,701.94","$568,747.95","$574,479.19",,,,
58999,12712,3033,zip,NH,NH,Brookline,"Manchester-Nashua, NH","$435,457.48","$506,566.36","$567,747.29","$565,262.85",,,,
59000,14287,3034,zip,NH,NH,Candia,"Boston-Cambridge-Newton, MA-NH","$398,342.13","$447,483.04","$483,806.18","$493,902.28",,,,
59001,13144,3036,zip,NH,NH,Chester,"Boston-Cambridge-Newton, MA-NH","$435,340.67","$497,491.37","$555,864.52","$574,318.30",,,,
59002,13833,3037,zip,NH,NH,Deerfield,"Boston-Cambridge-Newton, MA-NH","$384,439.84","$459,179.44","$513,599.81","$518,050.66",,,,
59003,2752,3038,zip,NH,NH,Derry,"Boston-Cambridge-Newton, MA-NH","$374,272.18","$427,802.79","$470,207.00","$477,156.76",$nan,$nan,"$2,046.24","$2,159.24"
59006,11478,3042,zip,NH,NH,Epping,"Boston-Cambridge-Newton, MA-NH","$352,539.09","$413,438.33","$462,537.61","$471,354.29",,,,
59007,20571,3043,zip,NH,NH,Francestown,"Manchester-Nashua, NH","$336,540.91","$388,862.53","$437,037.49","$449,090.00",,,,
59008,13716,3044,zip,NH,NH,Fremont,"Boston-Cambridge-Newton, MA-NH","$366,189.07","$425,999.63","$470,868.94","$476,991.42",,,,
59009,8032,3045,zip,NH,NH,Goffstown,"Manchester-Nashua, NH","$364,138.24","$411,161.52","$450,059.77","$462,352.61",,,,
59010,16232,3046,zip,NH,NH,Dunbarton,"Concord, NH","$373,739.15","$442,690.71","$498,781.96","$506,860.42",,,,
59011,19568,3047,zip,NH,NH,Greenfield,"Manchester-Nashua, NH","$293,631.59","$341,369.04","$378,825.78","$387,869.02",,,,
59012,15366,3048,zip,NH,NH,Mason,"Manchester-Nashua, NH","$289,813.29","$337,037.18","$386,134.56","$399,318.83",,,,
59013,10643,3049,zip,NH,NH,Hollis,"Manchester-Nashua, NH","$560,920.30","$637,658.14","$712,508.83","$722,635.61",,,,
59014,4715,3051,zip,NH,NH,Hudson,"Manchester-Nashua, NH","$408,228.39","$457,452.63","$492,012.47","$502,347.37",,,,
59015,10560,3052,zip,NH,NH,Litchfield,"Manchester-Nashua, NH","$440,105.77","$500,964.48","$543,486.60","$546,657.84",,,,
59016,4733,3053,zip,NH,NH,Londonderry,"Boston-Cambridge-Newton, MA-NH","$447,665.90","$506,665.54","$552,654.93","$561,508.08",,,,
59017,4366,3054,zip,NH,NH,Merrimack,"Manchester-Nashua, NH","$405,814.29","$453,933.75","$489,715.87","$497,974.63",$nan,$nan,$nan,"$2,326.00"
59018,7375,3055,zip,NH,NH,Milford,"Manchester-Nashua, NH","$355,100.97","$404,625.47","$446,205.84","$452,169.00",,,,
59019,17143,3057,zip,NH,NH,Mont Vernon,"Manchester-Nashua, NH","$409,841.49","$478,101.28","$530,053.22","$539,258.46",,,,
59020,3399,3060,zip,NH,NH,Nashua,"Manchester-Nashua, NH","$335,048.39","$374,085.71","$398,731.67","$404,407.89",$nan,"$1,688.44","$1,871.68","$1,926.79"
59022,3957,3062,zip,NH,NH,Nashua,"Manchester-Nashua, NH","$411,526.68","$457,336.29","$484,944.25","$490,865.32",,,,
59023,7291,3063,zip,NH,NH,Nashua,"Manchester-Nashua, NH","$405,042.70","$450,581.79","$475,361.96","$480,049.60",$nan,$nan,$nan,"$1,936.85"
59024,7870,3064,zip,NH,NH,Nashua,"Manchester-Nashua, NH","$382,364.57","$427,342.35","$451,599.99","$458,678.81",$nan,$nan,$nan,"$1,637.50"
59025,12305,3070,zip,NH,NH,New Boston,"Manchester-Nashua, NH","$405,110.53","$466,120.73","$522,036.76","$525,535.66",,,,
59026,13116,3071,zip,NH,NH,New Ipswich,"Manchester-Nashua, NH","$296,216.25","$348,755.83","$394,992.38","$403,712.30",,,,
59028,8076,3076,zip,NH,NH,Pelham,"Manchester-Nashua, NH","$476,686.34","$546,363.24","$590,450.76","$593,264.46",,,,
59029,9449,3077,zip,NH,NH,Raymond,"Boston-Cambridge-Newton, MA-NH","$331,925.49","$372,299.06","$413,692.78","$422,029.16",,,,
59030,3581,3079,zip,NH,NH,Salem,"Boston-Cambridge-Newton, MA-NH","$429,303.67","$481,160.65","$517,382.26","$532,411.01",$nan,"$2,373.30","$2,633.49","$2,715.32"
59031,20200,3082,zip,NH,NH,Lyndeborough,"Manchester-Nashua, NH","$320,845.07","$389,449.95","$438,330.83","$442,634.10",,,,
59032,23742,3084,zip,NH,NH,Temple,"Manchester-Nashua, NH","$340,014.63","$394,426.23","$441,121.02","$449,176.38",,,,
59033,14501,3086,zip,NH,NH,Wilton,"Manchester-Nashua, NH","$321,105.02","$372,446.10","$418,458.56","$429,756.85",,,,
59034,7545,3087,zip,NH,NH,Windham,"Boston-Cambridge-Newton, MA-NH","$564,230.22","$666,385.82","$746,986.87","$756,351.29",,,,
59036,2947,3102,zip,NH,NH,Manchester,"Manchester-Nashua, NH","$295,000.30","$332,498.65","$364,504.41","$373,866.06",$nan,"$1,591.49","$1,759.64","$1,895.57"
